QUERY_ID	BEST_MATCH	SCORE	GENUS	FAMILY	ORDER	CLASS	PHYLUM
read45	Escherichia_coli_IAI1	-659.6002	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read450	Escherichia_coli_E24377A	-634.0370	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read451	Escherichia_coli_536	-629.9790	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read452	Escherichia_coli_S88	-639.5144	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read453	Escherichia_coli_APEC_O1	-643.7739	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read454	Escherichia_coli_ATCC_8739	-651.0138	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read455	Escherichia_coli_APEC_O1	-640.9492	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read456	Escherichia_coli_O111COLONCOLONH-_str._11128	-641.7253	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read457	Escherichia_coli_S88	-651.0434	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read458	Escherichia_coli_UTI89	-653.1714	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read459	Escherichia_coli_APEC_O1	-655.3180	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read46	Escherichia_coli_O26COLONCOLONH11_str._11368	-621.1220	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read460	Escherichia_coli_E24377A	-615.9717	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read461	Escherichia_coli_536	-640.4975	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read462	Escherichia_coli_S88	-631.6398	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read463	Escherichia_coli_UTI89	-639.0574	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read464	Escherichia_coli_APEC_O1	-660.6070	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read465	Escherichia_coli_ED1a	-653.4416	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read466	Escherichia_coli_CFT073	-613.0109	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read467	Escherichia_coli_IAI39	-630.9528	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read468	Escherichia_coli_ED1a	-647.5424	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read469	Escherichia_coli_APEC_O1	-640.4186	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read47	Escherichia_coli_CFT073	-653.4966	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read470	Escherichia_coli_APEC_O1	-624.8634	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read471	Escherichia_coli_UTI89	-655.3210	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read472	Escherichia_coli_UTI89	-639.8729	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read473	Escherichia_coli_UTI89	-643.6040	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read474	Escherichia_coli_ED1a	-623.9830	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read475	Escherichia_coli_O127COLONCOLONH6_str._E2348SLASH69	-652.4996	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read476	Escherichia_coli_ED1a	-633.3435	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read477	Escherichia_coli_UTI89	-647.2323	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read478	Escherichia_coli_UTI89	-648.1212	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read479	Escherichia_coli_O127COLONCOLONH6_str._E2348SLASH69	-647.6915	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read48	Escherichia_coli_S88	-644.1928	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read480	Escherichia_coli_CFT073	-648.1882	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read481	Escherichia_coli_S88	-643.9928	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read482	Escherichia_fergusonii_ATCC_35469	-636.6523	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read483	Escherichia_coli_O26COLONCOLONH11_str._11368	-611.2736	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read484	Escherichia_coli_ATCC_8739	-630.8939	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read485	Escherichia_coli_UTI89	-661.0602	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read486	Escherichia_coli_SE11	-637.3307	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read487	Escherichia_coli_CFT073	-655.0789	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read488	Escherichia_coli_UTI89	-659.2124	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read489	Escherichia_coli_CFT073	-663.6514	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read49	Escherichia_coli_APEC_O1	-662.0864	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read490	Escherichia_fergusonii_ATCC_35469	-670.3792	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read491	Escherichia_coli_UTI89	-634.3254	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read492	Escherichia_coli_O127COLONCOLONH6_str._E2348SLASH69	-651.7803	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read493	Escherichia_coli_CFT073	-638.8465	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read494	Escherichia_coli_BW2952	-638.1378	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read495	Escherichia_coli_IAI39	-636.3817	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read496	Escherichia_coli_E24377A	-671.2240	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read497	Escherichia_coli_ED1a	-637.2639	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read498	Escherichia_coli_UTI89	-637.0111	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read499	Escherichia_coli_UTI89	-651.2044	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read5	Escherichia_coli_UTI89	-674.4355	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read50	Escherichia_coli_O127COLONCOLONH6_str._E2348SLASH69	-653.9578	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read500	Escherichia_coli_CFT073	-647.4679	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read501	Escherichia_coli_SMS-3-5	-637.3184	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read502	Escherichia_coli_APEC_O1	-644.5751	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read503	Citrobacter_koseri_ATCC_BAA-895	-611.4178	Citrobacter	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read504	Escherichia_coli_APEC_O1	-651.2222	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read505	Escherichia_coli_SMS-3-5	-642.6701	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read506	Escherichia_coli_536	-643.4691	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read507	Escherichia_coli_IAI39	-642.4674	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read508	Escherichia_coli_E24377A	-627.2898	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read509	Escherichia_coli_APEC_O1	-657.9976	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read51	Escherichia_coli_UTI89	-655.9710	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read510	Escherichia_coli_APEC_O1	-631.9194	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read511	Escherichia_coli_UTI89	-635.9347	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read512	Escherichia_coli_UTI89	-619.8893	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read513	Escherichia_coli_CFT073	-643.3889	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read514	Escherichia_coli_str._K-12_substr._MG1655	-642.6033	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read515	Escherichia_coli_str._K-12_substr._DH10B	-620.8032	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read516	Escherichia_coli_E24377A	-651.5171	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read517	Escherichia_coli_O157COLONCOLONH7_str._EC4115	-651.3636	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read518	Escherichia_coli_IAI39	-658.8337	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read519	Escherichia_coli_UTI89	-645.4382	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read52	Escherichia_coli_S88	-630.3578	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read520	Escherichia_coli_O55COLONCOLONH7_str._CB9615	-639.6576	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read521	Escherichia_coli_O127COLONCOLONH6_str._E2348SLASH69	-631.8963	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read522	Escherichia_coli_536	-638.4872	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read523	Escherichia_coli_UTI89	-631.8076	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read524	Escherichia_coli_536	-648.5284	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read525	Escherichia_coli_S88	-676.7798	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read526	Escherichia_coli_S88	-658.7500	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read527	Escherichia_coli_536	-651.4877	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read528	Escherichia_coli_ED1a	-632.6823	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read529	Escherichia_coli_APEC_O1	-650.0122	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read53	Escherichia_coli_UTI89	-639.5272	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read530	Citrobacter_koseri_ATCC_BAA-895	-615.5115	Citrobacter	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read531	Escherichia_coli_S88	-644.2845	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read532	Escherichia_coli_APEC_O1	-640.1513	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read533	Escherichia_coli_ED1a	-646.4200	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read534	Escherichia_coli_S88	-648.7940	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read535	Shigella_flexneri_5_str._8401	-645.7699	Shigella	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read536	Escherichia_coli_APEC_O1	-640.5135	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read537	Escherichia_coli_IAI39	-620.9919	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read538	Escherichia_coli_UTI89	-630.3355	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read539	Escherichia_coli_APEC_O1	-653.2718	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read54	Escherichia_coli_APEC_O1	-624.0204	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read540	Escherichia_coli_APEC_O1	-641.4559	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read541	Escherichia_coli_UMN026	-633.5134	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read542	Escherichia_coli_O127COLONCOLONH6_str._E2348SLASH69	-639.1476	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read543	Escherichia_coli_UTI89	-645.1270	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read544	Escherichia_coli_UTI89	-633.5358	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read545	Escherichia_coli_SMS-3-5	-644.9755	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read546	Escherichia_coli_BW2952	-640.6368	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read547	Escherichia_coli_O157COLONCOLONH7_str._TW14359	-629.0258	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read548	Escherichia_coli_APEC_O1	-650.8473	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read549	Escherichia_coli_IAI1	-635.7136	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read55	Escherichia_coli_UTI89	-634.6764	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read550	Escherichia_coli_SMS-3-5	-667.9345	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read551	Escherichia_coli_APEC_O1	-660.7501	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read552	Escherichia_coli_O26COLONCOLONH11_str._11368	-632.8506	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read553	Escherichia_coli_IAI39	-643.2992	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read554	Escherichia_coli_IAI39	-637.0611	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read555	Escherichia_coli_O103COLONCOLONH2_str._12009	-648.7373	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read556	Escherichia_coli_ED1a	-642.5862	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read557	Escherichia_coli_ATCC_8739	-655.5941	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read558	Escherichia_coli_APEC_O1	-644.2907	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read559	Escherichia_coli_CFT073	-642.3090	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read56	Escherichia_coli_UTI89	-635.0888	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read560	Escherichia_coli_ATCC_8739	-637.5486	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read561	Escherichia_coli_SE11	-631.5496	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read562	Escherichia_coli_S88	-628.6074	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read563	Escherichia_coli_UTI89	-624.4981	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read564	Escherichia_coli_UMN026	-614.9419	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read565	Escherichia_coli_APEC_O1	-629.8653	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read566	Escherichia_coli_APEC_O1	-634.7335	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read567	Escherichia_coli_O26COLONCOLONH11_str._11368	-626.6878	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read568	Escherichia_coli_O26COLONCOLONH11_str._11368	-614.7110	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read569	Escherichia_coli_S88	-651.4790	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read57	Escherichia_coli_APEC_O1	-647.7964	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read570	Escherichia_coli_S88	-646.2536	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read571	Escherichia_coli_APEC_O1	-617.1954	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read572	Escherichia_coli_APEC_O1	-642.4711	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read573	Escherichia_coli_APEC_O1	-629.7285	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read574	Escherichia_coli_O26COLONCOLONH11_str._11368	-623.7670	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read575	Escherichia_coli_APEC_O1	-641.7586	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read576	Escherichia_coli_O26COLONCOLONH11_str._11368	-611.5732	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read577	Escherichia_coli_O55COLONCOLONH7_str._CB9615	-638.4559	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read578	Escherichia_coli_O55COLONCOLONH7_str._CB9615	-630.1153	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read579	Escherichia_coli_APEC_O1	-643.2061	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read58	Escherichia_coli_S88	-643.1797	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read580	Escherichia_coli_APEC_O1	-628.6833	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read581	Escherichia_coli_APEC_O1	-645.5705	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read582	Escherichia_coli_APEC_O1	-638.2124	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read583	Escherichia_coli_APEC_O1	-654.3352	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read584	Enterobacter_cloacae_subsp._cloacae_ATCC_13047	-629.7164	Enterobacter	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read585	Escherichia_coli_APEC_O1	-638.5110	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read586	Cronobacter_turicensis	-632.3565	Cronobacter	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read587	Escherichia_coli_APEC_O1	-633.3468	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read588	Enterobacter_cloacae_subsp._cloacae_ATCC_13047	-627.1994	Enterobacter	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read589	Cronobacter_turicensis	-634.7812	Cronobacter	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read59	Escherichia_coli_B_str._REL606	-653.3374	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read590	Escherichia_coli_APEC_O1	-645.9167	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read591	Enterobacter_cloacae_subsp._cloacae_ATCC_13047	-595.4073	Enterobacter	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read592	Escherichia_coli_APEC_O1	-645.2052	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read593	Escherichia_coli_APEC_O1	-637.2290	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read594	Escherichia_coli_APEC_O1	-650.5461	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read595	Enterobacter_cloacae_subsp._cloacae_ATCC_13047	-628.4527	Enterobacter	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read596	Escherichia_coli_APEC_O1	-644.1294	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read597	Escherichia_coli_APEC_O1	-648.6211	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read598	Escherichia_coli_APEC_O1	-639.3174	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read599	Salmonella_enterica_subsp._enterica_serovar_Schwarzengrund_str._CVM19633	-611.0264	Salmonella	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read6	Escherichia_coli_ED1a	-640.6850	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read60	Escherichia_coli_UTI89	-654.8919	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read600	Enterobacter_cloacae_subsp._cloacae_ATCC_13047	-631.1519	Enterobacter	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read601	Escherichia_coli_APEC_O1	-636.8467	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read602	Escherichia_coli_APEC_O1	-647.3783	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read603	Escherichia_coli_APEC_O1	-651.0942	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read604	Escherichia_coli_APEC_O1	-658.2490	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read605	Mycobacterium_avium_104	-586.4534	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read606	Escherichia_coli_APEC_O1	-647.0654	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read607	Pelobacter_propionicus_DSM_2379	-615.9989	Pelobacter	Pelobacteraceae	Desulfuromonadales	Deltaproteobacteria	Proteobacteria
read608	Leptospira_borgpetersenii_serovar_Hardjo-bovis_L550	-625.2680	Leptospira	Leptospiraceae	Spirochaetales	Spirochaetes (class)	Spirochaetes
read609	Leptospira_borgpetersenii_serovar_Hardjo-bovis_JB197	-636.2651	Leptospira	Leptospiraceae	Spirochaetales	Spirochaetes (class)	Spirochaetes
read61	Escherichia_coli_APEC_O1	-618.2082	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read610	Leptospira_borgpetersenii_serovar_Hardjo-bovis_JB197	-663.0485	Leptospira	Leptospiraceae	Spirochaetales	Spirochaetes (class)	Spirochaetes
read611	Leptospira_borgpetersenii_serovar_Hardjo-bovis_L550	-613.2761	Leptospira	Leptospiraceae	Spirochaetales	Spirochaetes (class)	Spirochaetes
read612	Methanococcus_maripaludis_S2	-642.4289	Methanococcus	Methanococcaceae	Methanococcales	Methanococci	Euryarchaeota
read613	Methanococcus_maripaludis_S2	-634.6313	Methanococcus	Methanococcaceae	Methanococcales	Methanococci	Euryarchaeota
read614	Methanococcus_maripaludis_S2	-633.2262	Methanococcus	Methanococcaceae	Methanococcales	Methanococci	Euryarchaeota
read615	Methanococcus_maripaludis_S2	-605.8824	Methanococcus	Methanococcaceae	Methanococcales	Methanococci	Euryarchaeota
read616	Methanococcus_maripaludis_S2	-573.9801	Methanococcus	Methanococcaceae	Methanococcales	Methanococci	Euryarchaeota
read617	Methanococcus_maripaludis_S2	-619.7923	Methanococcus	Methanococcaceae	Methanococcales	Methanococci	Euryarchaeota
read618	Methanococcus_maripaludis_S2	-630.5985	Methanococcus	Methanococcaceae	Methanococcales	Methanococci	Euryarchaeota
read619	Methanococcus_maripaludis_S2	-608.9182	Methanococcus	Methanococcaceae	Methanococcales	Methanococci	Euryarchaeota
read62	Escherichia_coli_ED1a	-637.5428	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read620	Methanococcus_maripaludis_S2	-646.0611	Methanococcus	Methanococcaceae	Methanococcales	Methanococci	Euryarchaeota
read621	Methanococcus_maripaludis_S2	-619.6012	Methanococcus	Methanococcaceae	Methanococcales	Methanococci	Euryarchaeota
read622	Methanococcus_maripaludis_S2	-597.0969	Methanococcus	Methanococcaceae	Methanococcales	Methanococci	Euryarchaeota
read623	Methanococcus_maripaludis_S2	-625.3355	Methanococcus	Methanococcaceae	Methanococcales	Methanococci	Euryarchaeota
read624	Methanococcus_maripaludis_S2	-629.2797	Methanococcus	Methanococcaceae	Methanococcales	Methanococci	Euryarchaeota
read625	Methanococcus_maripaludis_S2	-621.9846	Methanococcus	Methanococcaceae	Methanococcales	Methanococci	Euryarchaeota
read626	Methanococcus_maripaludis_S2	-608.3107	Methanococcus	Methanococcaceae	Methanococcales	Methanococci	Euryarchaeota
